,0
0,8
1,3
2,4
3,6
4,4
5,6
6,4
7,4
8,5
9,6
10,4
11,6
12,5
13,6
14,5
15,5
16,6
17,6
18,10
19,4
20,6
21,6
22,7
23,5
24,4
25,7
26,5
27,4
28,5
29,11
30,5
31,5
32,7
33,7
34,5
35,6
36,4
37,7
38,4
39,5
40,3
41,4
42,7
43,10
44,6
45,7
46,8
47,5
48,6
