,0
0,4
1,9
2,6
3,6
4,6
5,4
6,4
7,4
8,6
9,6
10,6
11,7
12,4
13,7
14,4
15,7
16,7
17,4
18,4
19,8
20,7
21,4
22,5
23,7
24,7
25,5
26,4
27,4
28,4
29,9
30,7
31,8
32,7
33,6
34,4
35,7
36,4
37,4
38,6
39,7
40,4
41,7
42,8
43,6
44,6
45,6
46,17
47,4
48,6
49,6
