,0
0,12
1,8
2,9
3,7
4,8
5,6
6,7
7,8
8,7
9,6
10,9
11,1
12,11
13,8
14,7
15,8
16,13
17,19
18,9
19,7
20,6
21,18
22,8
23,7
24,9
