,0
0,6
1,5
2,5
3,7
4,6
5,5
6,4
7,7
8,6
9,8
10,4
11,6
12,3
13,4
14,5
15,4
16,11
17,10
18,6
19,9
20,5
21,7
22,6
23,6
24,5
25,6
26,3
27,7
28,13
29,7
30,7
31,5
32,5
33,6
34,6
35,8
36,4
37,4
38,15
39,13
40,3
41,14
42,14
43,7
44,12
