,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,100.0239809289909,371.8030226573615,250.0,25.0,63.75,267.67805683886365,63.216476217315034,135.8423190695353,200.0239809289909,40.0,150.0,75.0,63.75,95.0,216.88736737290134,80.0,80.0,230.0,400.02398092899085
1,100.0,372.6269486324424,249.9973029839372,24.997302983937182,62.37230298393718,263.58571106154636,61.88291186112268,142.28893219497584,200.0,39.99730298393718,149.9973029839372,74.99730298393717,63.37732602806657,94.99730298393717,216.8903109197891,79.99730298393717,79.99730298393717,229.9973029839372,400.0
2,100.0,371.2115335419337,249.99545956994476,24.99545956994476,59.980337795947825,281.384244368101,63.74545956994476,136.29663568912798,200.0,39.136174454605694,149.99545956994476,74.99545956994476,62.945565480029906,94.99545956994476,208.33665964054376,79.99545956994476,79.99545956994476,229.99545956994476,400.0
3,100.0,371.5966020367564,249.98658164624484,24.98658164624483,60.388963788122766,274.4224829451316,61.96008031419236,148.43274593177213,200.0,39.59304340311155,149.98658164624484,74.98658164624483,62.2464271575401,94.98658164624483,204.46784972074747,79.98658164624483,79.98658164624483,229.98658164624484,400.0
4,100.0,371.4303934743683,249.9957908770317,24.99579087703169,63.70243529003122,270.0079490400162,63.74579087703169,141.81496889244,200.0,31.99921000954483,149.9957908770317,74.9957908770317,63.4141853946764,94.9957908770317,216.9190061562705,79.9957908770317,79.9957908770317,229.9957908770317,400.0
5,100.00223453077628,372.7177050654046,250.0,25.0,63.3221935918647,272.23405142499536,60.4987182402175,142.36030657772713,200.0022345307763,40.0,150.0,75.0,63.75,94.7402492545759,208.36952635268628,80.0,80.0,230.0,400.00223453077626
6,100.0,371.4715453255499,249.99520323782627,24.995203237826278,60.55728804597663,269.30889786669485,62.353203666565996,148.3701372778066,200.0,34.72899353226671,149.99520323782627,74.99520323782627,63.745203237826274,94.99520323782627,212.5087207540784,79.99520323782627,79.98989093659748,229.99520323782627,400.0
7,100.01176079480533,371.0798872429601,250.0,25.0,59.16639628754315,284.6056869714294,61.76054201934284,130.19816516001163,200.0117607948053,35.756298744068495,150.0,75.0,63.75,95.0,216.64710850293238,80.0,80.0,230.0,400.01176079480535
8,100.00110018896979,371.4168986493679,250.0,25.0,59.104593907335115,263.7804042014061,61.0277239325524,148.73338750996433,200.0011001889698,38.24237716684156,150.0,75.0,63.75,95.0,216.82241826487,79.79230016746234,80.0,230.0,400.3267195713897
9,100.06018737880513,371.73766133213434,250.0,25.0,61.50282899150692,273.2280636382486,61.0612672783849,136.30182209877862,200.06018737880513,38.34007475719946,150.0,75.0,63.75,95.0,216.8969962859893,80.0,80.0,230.0,400.06018737880515
